ct_health,t_health,ct_money,t_money,time_left,bomb_planted,ct_players_alive,t_players_alive,round_winner_numeric
200.0,500.0,150.0,3100.0,5.2,1,2.0,5.0,0
469.0,483.0,10400.0,15100.0,94.91,0,5.0,5.0,0
469.0,483.0,10400.0,15100.0,74.91,0,5.0,5.0,0
452.0,483.0,10400.0,15100.0,54.91,0,5.0,5.0,0
452.0,443.0,10400.0,15100.0,34.91,0,5.0,5.0,0
269.0,393.0,6100.0,16300.0,22.11,1,3.0,5.0,0
70.0,393.0,4000.0,16900.0,2.12,1,2.0,5.0,0
413.0,500.0,850.0,29050.0,94.92,0,5.0,5.0,0
212.0,372.0,1250.0,23150.0,74.92,0,3.0,4.0,0
112.0,299.0,200.0,23750.0,29.63,1,2.0,4.0,0
112.0,199.0,500.0,18550.0,9.63,1,2.0,3.0,0
500.0,497.0,13850.0,35600.0,74.91,0,5.0,5.0,0
472.0,472.0,13850.0,35600.0,54.91,0,5.0,5.0,0
369.0,400.0,11000.0,28050.0,34.91,0,4.0,4.0,0
279.0,163.0,8250.0,19150.0,33.35,1,3.0,2.0,0
79.0,120.0,2250.0,19750.0,13.35,1,1.0,2.0,0
333.0,474.0,1000.0,33700.0,74.91,0,4.0,5.0,1
154.0,100.0,1750.0,2700.0,54.91,0,2.0,1.0,1
154.0,100.0,1750.0,2700.0,34.91,0,2.0,1.0,1
398.0,400.0,4800.0,11850.0,94.9,0,4.0,4.0,0
246.0,226.0,4400.0,9250.0,74.9,0,3.0,3.0,0
246.0,226.0,4400.0,9550.0,20.93,1,3.0,3.0,0
500.0,453.0,250.0,14350.0,94.91,0,5.0,5.0,0
500.0,453.0,250.0,14350.0,74.91,0,5.0,5.0,0
454.0,353.0,350.0,11800.0,54.91,0,5.0,4.0,0
200.0,154.0,800.0,2200.0,34.91,0,2.0,2.0,0
200.0,154.0,800.0,2200.0,14.91,0,2.0,2.0,0
100.0,54.0,650.0,1450.0,23.34,1,1.0,1.0,0
346.0,332.0,500.0,10300.0,94.91,0,4.0,4.0,1
346.0,217.0,800.0,7250.0,74.91,0,4.0,3.0,1
330.0,347.0,4300.0,2100.0,37.99,1,4.0,4.0,0
130.0,221.0,2150.0,3000.0,17.99,1,2.0,4.0,0
400.0,500.0,450.0,850.0,90.31,0,4.0,5.0,1
400.0,481.0,450.0,850.0,70.31,0,4.0,5.0,1
300.0,372.0,300.0,1150.0,50.31,0,3.0,5.0,1
400.0,481.0,150.0,550.0,94.91,0,4.0,5.0,1
256.0,86.0,1600.0,350.0,74.91,0,3.0,1.0,1
339.0,303.0,7950.0,11950.0,94.9,0,4.0,5.0,1
500.0,481.0,15600.0,2050.0,94.9,0,5.0,5.0,1
500.0,334.0,15700.0,1550.0,74.9,0,5.0,4.0,1
500.0,334.0,15700.0,1550.0,54.92,0,5.0,4.0,1
469.0,155.0,16300.0,900.0,34.92,0,5.0,2.0,1
500.0,387.0,23650.0,10800.0,94.95,0,5.0,5.0,1
400.0,193.0,19100.0,7950.0,74.95,0,4.0,3.0,1
400.0,110.0,19100.0,7950.0,54.95,0,4.0,3.0,1
300.0,110.0,13600.0,8250.0,34.96,0,3.0,3.0,1
300.0,108.0,13900.0,4950.0,14.96,0,3.0,2.0,1
468.0,482.0,24650.0,2850.0,94.91,0,5.0,5.0,0
468.0,482.0,24650.0,2850.0,74.91,0,5.0,5.0,0
355.0,356.0,22650.0,2050.0,54.91,0,4.0,4.0,0
159.0,356.0,11800.0,2650.0,34.91,0,2.0,4.0,0
133.0,351.0,11800.0,2950.0,33.3,1,2.0,4.0,0
133.0,287.0,12100.0,2650.0,13.3,1,2.0,3.0,0
500.0,466.0,11900.0,8150.0,94.9,0,5.0,5.0,1
500.0,466.0,11900.0,8150.0,74.9,0,5.0,5.0,1
500.0,466.0,11900.0,8150.0,54.9,0,5.0,5.0,1
500.0,466.0,11900.0,8150.0,34.9,0,5.0,5.0,1
500.0,400.0,15550.0,900.0,94.91,0,5.0,4.0,1
500.0,95.0,16450.0,50.0,74.91,0,5.0,1.0,1
420.0,467.0,24300.0,8200.0,89.05,0,5.0,5.0,1
320.0,262.0,22500.0,6250.0,69.05,0,4.0,4.0,1
204.0,137.0,18400.0,4200.0,24.66,1,3.0,3.0,1
400.0,379.0,14050.0,7200.0,94.91,0,4.0,4.0,0
144.0,135.0,6850.0,2500.0,35.56,1,2.0,2.0,0
44.0,135.0,2150.0,2600.0,15.56,1,1.0,2.0,0
497.0,500.0,1650.0,7050.0,94.91,0,5.0,5.0,0
198.0,365.0,400.0,4600.0,74.91,0,2.0,4.0,0
98.0,365.0,0.0,5200.0,28.65,1,1.0,4.0,0
98.0,365.0,0.0,5200.0,8.65,1,1.0,4.0,0
500.0,464.0,2900.0,17550.0,74.9,0,5.0,5.0,1
500.0,464.0,2900.0,17550.0,54.9,0,5.0,5.0,1
320.0,336.0,2900.0,14800.0,34.9,0,4.0,4.0,1
177.0,118.0,3300.0,5900.0,14.9,0,3.0,2.0,1
500.0,316.0,1250.0,5500.0,74.91,0,5.0,4.0,1
387.0,316.0,700.0,5600.0,54.91,0,4.0,4.0,1
234.0,73.0,1200.0,950.0,34.91,0,3.0,1.0,1
400.0,500.0,3950.0,1450.0,94.91,0,4.0,5.0,1
338.0,314.0,3950.0,1450.0,74.91,0,4.0,5.0,1
400.0,497.0,1050.0,650.0,94.91,0,4.0,5.0,0
231.0,211.0,1250.0,800.0,74.91,0,3.0,3.0,0
231.0,211.0,1250.0,800.0,54.91,0,3.0,3.0,0
231.0,211.0,1250.0,800.0,34.91,0,3.0,3.0,0
231.0,180.0,1250.0,800.0,14.91,0,3.0,3.0,0
131.0,179.0,1250.0,1400.0,21.19,1,2.0,3.0,0
486.0,478.0,700.0,650.0,100.91,0,5.0,5.0,0
200.0,278.0,250.0,650.0,80.91,0,2.0,3.0,0
48.0,78.0,700.0,400.0,22.7,1,1.0,1.0,0
435.0,500.0,11400.0,100.0,87.03,0,5.0,5.0,0
127.0,247.0,7050.0,650.0,67.03,0,3.0,3.0,0
304.0,500.0,100.0,6050.0,94.92,0,4.0,5.0,0
204.0,418.0,50.0,6650.0,30.98,1,3.0,5.0,0
204.0,318.0,150.0,3400.0,10.98,1,3.0,4.0,0
497.0,454.0,1300.0,15000.0,94.9,0,5.0,5.0,0
231.0,168.0,1150.0,8000.0,74.9,0,3.0,3.0,0
44.0,134.0,950.0,8300.0,29.27,1,1.0,2.0,0
44.0,54.0,1250.0,3600.0,9.27,1,1.0,1.0,0
361.0,400.0,150.0,12350.0,94.91,0,4.0,5.0,0
293.0,381.0,450.0,9300.0,74.91,0,4.0,4.0,0
293.0,381.0,450.0,9300.0,54.91,0,4.0,4.0,0
43.0,188.0,0.0,6950.0,34.91,0,1.0,3.0,0
418.0,400.0,850.0,450.0,41.05,0,5.0,4.0,0
219.0,283.0,1000.0,600.0,21.06,0,4.0,3.0,0
43.0,183.0,700.0,1350.0,21.35,1,2.0,2.0,0
500.0,496.0,150.0,750.0,94.9,0,5.0,5.0,1
387.0,300.0,200.0,900.0,74.9,0,4.0,3.0,1
387.0,88.0,800.0,300.0,54.9,0,4.0,1.0,1
287.0,88.0,800.0,600.0,34.9,0,3.0,1.0,1
287.0,88.0,800.0,600.0,14.9,0,3.0,1.0,1
500.0,488.0,3850.0,1350.0,94.9,0,5.0,5.0,1
434.0,92.0,5050.0,50.0,74.9,0,5.0,1.0,1
257.0,252.0,7800.0,8800.0,74.91,0,3.0,4.0,0
20.0,106.0,3400.0,5000.0,54.91,0,1.0,2.0,0
500.0,495.0,1150.0,7950.0,54.95,0,5.0,5.0,1
500.0,495.0,1150.0,7950.0,34.95,0,5.0,5.0,1
400.0,231.0,1000.0,4900.0,14.95,0,4.0,4.0,1
362.0,129.0,1600.0,800.0,24.56,1,4.0,2.0,1
440.0,133.0,6650.0,3600.0,94.91,0,5.0,2.0,1
500.0,400.0,6000.0,10250.0,94.91,0,5.0,4.0,1
500.0,300.0,6100.0,7250.0,74.91,0,5.0,3.0,1
300.0,67.0,4950.0,4600.0,28.75,1,3.0,2.0,1
147.0,0.0,2800.0,0.0,8.75,1,2.0,0.0,1
446.0,279.0,8650.0,1850.0,84.9,0,5.0,3.0,1
446.0,200.0,8750.0,1500.0,64.9,0,5.0,2.0,1
446.0,100.0,9050.0,100.0,44.9,0,5.0,1.0,1
500.0,452.0,21600.0,12050.0,94.91,0,5.0,5.0,1
474.0,167.0,21900.0,4350.0,74.91,0,5.0,2.0,1
400.0,57.0,17850.0,2050.0,54.91,0,4.0,1.0,1
378.0,394.0,30900.0,2500.0,74.91,0,5.0,4.0,1
252.0,186.0,17550.0,1800.0,54.91,0,3.0,2.0,1
152.0,100.0,15800.0,1200.0,34.91,0,2.0,1.0,1
499.0,394.0,29600.0,1200.0,92.42,0,5.0,4.0,0
199.0,306.0,11800.0,2100.0,72.42,0,2.0,4.0,0
100.0,300.0,2850.0,1800.0,52.42,0,1.0,3.0,0
500.0,400.0,7200.0,5100.0,74.91,0,5.0,4.0,0
394.0,350.0,6450.0,5700.0,27.29,1,4.0,4.0,0
100.0,123.0,3700.0,5150.0,7.29,1,1.0,2.0,0
400.0,444.0,10200.0,10550.0,94.91,0,4.0,5.0,0
300.0,354.0,7450.0,10850.0,74.91,0,3.0,5.0,0
300.0,354.0,7450.0,10850.0,54.91,0,3.0,5.0,0
200.0,210.0,6050.0,10000.0,34.91,0,2.0,3.0,0
100.0,100.0,2450.0,3200.0,30.2,1,1.0,1.0,0
100.0,100.0,2450.0,3200.0,10.2,1,1.0,1.0,0
455.0,400.0,1950.0,4200.0,94.9,0,5.0,4.0,1
400.0,370.0,1600.0,4500.0,74.9,0,4.0,4.0,1
302.0,100.0,2500.0,300.0,54.9,0,4.0,1.0,1
483.0,499.0,900.0,600.0,94.91,0,5.0,5.0,1
383.0,298.0,1000.0,750.0,74.91,0,4.0,3.0,1
383.0,99.0,1400.0,0.0,54.91,0,4.0,1.0,1
500.0,495.0,550.0,550.0,67.38,0,5.0,5.0,0
180.0,335.0,250.0,1150.0,25.5,1,3.0,4.0,0
300.0,212.0,700.0,900.0,94.91,0,3.0,3.0,0
200.0,463.0,4300.0,8350.0,35.3,1,2.0,5.0,0
66.0,293.0,1700.0,7300.0,15.3,1,1.0,4.0,0
500.0,468.0,50.0,15250.0,94.91,0,5.0,5.0,0
500.0,404.0,50.0,15250.0,74.91,0,5.0,5.0,0
500.0,404.0,50.0,15250.0,54.91,0,5.0,5.0,0
300.0,355.0,50.0,15850.0,34.91,0,3.0,5.0,0
67.0,233.0,300.0,15000.0,33.32,1,1.0,4.0,0
496.0,500.0,10600.0,21000.0,94.91,0,5.0,5.0,1
396.0,400.0,7500.0,18300.0,74.91,0,4.0,4.0,1
396.0,400.0,7500.0,18300.0,54.91,0,4.0,4.0,1
390.0,400.0,7500.0,18300.0,34.91,0,4.0,4.0,1
300.0,58.0,5700.0,6250.0,14.88,0,3.0,1.0,1
494.0,478.0,8900.0,3200.0,94.9,0,5.0,5.0,0
494.0,478.0,8900.0,3200.0,74.9,0,5.0,5.0,0
494.0,394.0,8900.0,3200.0,54.9,0,5.0,5.0,0
294.0,191.0,4700.0,1550.0,34.9,0,3.0,3.0,0
100.0,170.0,850.0,2150.0,14.9,0,1.0,3.0,0
100.0,170.0,850.0,2450.0,21.67,1,1.0,3.0,0
300.0,329.0,100.0,7000.0,94.91,0,3.0,4.0,0
200.0,326.0,50.0,7300.0,74.91,0,2.0,4.0,0
200.0,235.0,150.0,6750.0,30.05,1,2.0,3.0,0
500.0,400.0,900.0,400.0,85.05,0,5.0,4.0,0
500.0,400.0,900.0,400.0,65.05,0,5.0,4.0,0
100.0,300.0,450.0,1150.0,45.05,0,1.0,3.0,0
86.0,213.0,450.0,1450.0,20.76,1,1.0,3.0,0
200.0,334.0,850.0,2250.0,74.91,0,2.0,4.0,0
200.0,334.0,850.0,2250.0,54.92,0,2.0,4.0,0
200.0,334.0,850.0,2550.0,39.47,1,2.0,4.0,0
100.0,300.0,150.0,1500.0,19.47,1,1.0,3.0,0
500.0,300.0,12800.0,8650.0,32.02,1,5.0,3.0,0
497.0,100.0,2950.0,4800.0,54.9,0,5.0,1.0,1
497.0,100.0,2950.0,4800.0,34.9,0,5.0,1.0,1
491.0,499.0,6700.0,750.0,94.89,0,5.0,5.0,0
391.0,428.0,4250.0,1350.0,38.92,1,4.0,5.0,0
191.0,417.0,1400.0,1950.0,18.92,1,2.0,5.0,0
273.0,271.0,400.0,8600.0,94.94,0,3.0,3.0,1
273.0,271.0,400.0,8600.0,74.94,0,3.0,3.0,1
273.0,271.0,400.0,8600.0,54.94,0,3.0,3.0,1
119.0,71.0,1000.0,2900.0,34.94,0,2.0,1.0,1
72.0,71.0,1000.0,2900.0,14.88,0,2.0,1.0,1
428.0,500.0,3000.0,250.0,94.9,0,5.0,5.0,1
394.0,300.0,3900.0,100.0,74.9,0,5.0,3.0,1
394.0,300.0,3900.0,100.0,54.9,0,5.0,3.0,1
367.0,57.0,4500.0,0.0,34.91,0,5.0,1.0,1
390.0,131.0,12250.0,3950.0,94.89,0,4.0,2.0,1
500.0,497.0,21650.0,400.0,94.93,0,5.0,5.0,1
200.0,128.0,6950.0,950.0,74.93,0,2.0,2.0,1
200.0,63.0,7250.0,600.0,54.93,0,2.0,1.0,1
468.0,400.0,16500.0,6400.0,74.89,0,5.0,4.0,1
400.0,319.0,13200.0,6700.0,54.89,0,4.0,4.0,1
200.0,66.0,8450.0,4200.0,34.89,0,2.0,2.0,1
123.0,9.0,8750.0,1650.0,14.89,0,2.0,1.0,1
123.0,0.0,9050.0,0.0,22.67,1,2.0,0.0,1
320.0,200.0,17450.0,1250.0,74.92,0,5.0,2.0,1
308.0,100.0,15000.0,0.0,54.92,0,4.0,1.0,1
308.0,100.0,15000.0,0.0,34.92,0,4.0,1.0,1
308.0,100.0,15000.0,0.0,14.92,0,4.0,1.0,1
500.0,322.0,24300.0,750.0,94.91,0,5.0,4.0,1
400.0,213.0,18250.0,1000.0,74.91,0,4.0,3.0,1
400.0,213.0,18250.0,1000.0,54.91,0,4.0,3.0,1
400.0,213.0,18250.0,1000.0,34.91,0,4.0,3.0,1
222.0,16.0,14000.0,900.0,14.84,0,3.0,1.0,1
452.0,350.0,24550.0,6350.0,94.9,0,5.0,4.0,1
369.0,162.0,20000.0,4900.0,74.9,0,4.0,3.0,1
369.0,162.0,20000.0,4900.0,54.9,0,4.0,3.0,1
369.0,162.0,20000.0,4900.0,34.9,0,4.0,3.0,1
500.0,497.0,29100.0,1150.0,94.92,0,5.0,5.0,0
500.0,497.0,29100.0,1150.0,74.92,0,5.0,5.0,0
400.0,497.0,24700.0,1250.0,54.92,0,4.0,5.0,0
300.0,416.0,23800.0,1550.0,34.92,0,3.0,5.0,0
500.0,480.0,5000.0,3250.0,94.89,0,5.0,5.0,0
500.0,480.0,5000.0,3250.0,74.89,0,5.0,5.0,0
374.0,380.0,4200.0,1950.0,54.89,0,4.0,4.0,0
368.0,380.0,4200.0,1950.0,34.89,0,4.0,4.0,0
74.0,64.0,350.0,2700.0,37.11,1,1.0,2.0,0
364.0,100.0,1900.0,0.0,71.55,0,5.0,1.0,1
451.0,356.0,750.0,7850.0,94.91,0,5.0,4.0,1
500.0,474.0,10150.0,300.0,94.9,0,5.0,5.0,0
430.0,474.0,10150.0,300.0,74.9,0,5.0,5.0,0
491.0,400.0,700.0,4300.0,40.77,0,5.0,4.0,0
418.0,400.0,700.0,4600.0,25.55,1,5.0,4.0,0
496.0,500.0,11100.0,4900.0,94.93,0,5.0,5.0,0
496.0,500.0,11100.0,4900.0,74.93,0,5.0,5.0,0
496.0,500.0,11100.0,4900.0,54.93,0,5.0,5.0,0
496.0,500.0,11100.0,5200.0,24.71,1,5.0,5.0,0
100.0,334.0,150.0,12400.0,74.92,0,1.0,4.0,0
100.0,334.0,150.0,12700.0,27.88,1,1.0,4.0,0
100.0,234.0,250.0,12350.0,7.88,1,1.0,3.0,0
498.0,500.0,11050.0,23450.0,74.9,0,5.0,5.0,0
498.0,500.0,11050.0,23450.0,54.9,0,5.0,5.0,0
420.0,500.0,11050.0,23450.0,34.9,0,5.0,5.0,0
95.0,207.0,2450.0,11700.0,14.9,0,1.0,3.0,0
500.0,469.0,300.0,20300.0,94.89,0,5.0,5.0,1
490.0,469.0,300.0,20300.0,74.89,0,5.0,5.0,1
490.0,369.0,600.0,17950.0,54.89,0,5.0,4.0,1
331.0,169.0,1050.0,4200.0,34.89,0,4.0,2.0,1
300.0,103.0,50.0,4500.0,14.89,0,3.0,2.0,1
200.0,300.0,300.0,4100.0,72.41,0,2.0,3.0,1
194.0,300.0,300.0,4100.0,52.41,0,2.0,3.0,1
194.0,200.0,400.0,1400.0,32.41,0,2.0,2.0,1
194.0,100.0,500.0,1050.0,12.41,0,2.0,1.0,1
499.0,418.0,2900.0,11850.0,74.91,0,5.0,5.0,1
500.0,424.0,14950.0,3350.0,94.9,0,5.0,5.0,1
400.0,400.0,12000.0,3500.0,74.9,0,4.0,4.0,1
400.0,400.0,12000.0,3500.0,54.9,0,4.0,4.0,1
400.0,400.0,12000.0,3500.0,34.9,0,4.0,4.0,1
287.0,211.0,8500.0,3650.0,29.6,1,3.0,3.0,1
200.0,11.0,6250.0,1050.0,9.6,1,2.0,1.0,1
500.0,446.0,13150.0,12750.0,96.2,0,5.0,5.0,1
500.0,446.0,13150.0,12750.0,76.2,0,5.0,5.0,1
500.0,446.0,13150.0,12750.0,56.2,0,5.0,5.0,1
500.0,446.0,13150.0,12750.0,36.2,0,5.0,5.0,1
500.0,268.0,13150.0,13050.0,25.73,1,5.0,5.0,1
500.0,400.0,15650.0,8000.0,50.27,0,5.0,4.0,1
500.0,400.0,15650.0,8000.0,30.27,0,5.0,4.0,1
300.0,131.0,11600.0,4550.0,10.27,0,3.0,2.0,1
499.0,500.0,5850.0,3900.0,92.09,0,5.0,5.0,0
100.0,224.0,1400.0,4750.0,72.09,0,1.0,4.0,0
100.0,224.0,1400.0,5050.0,24.92,1,1.0,4.0,0
100.0,224.0,1400.0,5050.0,4.94,1,1.0,4.0,0
500.0,417.0,200.0,12800.0,101.98,0,5.0,5.0,0
500.0,400.0,200.0,12800.0,81.98,0,5.0,5.0,0
500.0,400.0,200.0,12800.0,61.98,0,5.0,5.0,0
498.0,400.0,200.0,12800.0,41.98,0,5.0,5.0,0
203.0,317.0,450.0,9200.0,31.88,1,3.0,4.0,0
500.0,429.0,400.0,900.0,34.43,1,5.0,5.0,1
319.0,39.0,1500.0,100.0,14.44,1,4.0,1.0,1
500.0,495.0,500.0,7500.0,54.92,0,5.0,5.0,1
403.0,459.0,500.0,7500.0,34.92,0,5.0,5.0,1
403.0,448.0,500.0,7500.0,14.92,0,5.0,5.0,1
500.0,476.0,8450.0,1000.0,94.9,0,5.0,5.0,0
500.0,453.0,8450.0,1000.0,74.9,0,5.0,5.0,0
500.0,453.0,8450.0,1000.0,54.9,0,5.0,5.0,0
300.0,353.0,6600.0,1050.0,34.9,0,3.0,4.0,0
200.0,353.0,5600.0,1650.0,30.09,1,2.0,4.0,0
156.0,353.0,5600.0,1650.0,10.09,1,2.0,4.0,0
500.0,458.0,1350.0,11400.0,94.91,0,5.0,5.0,0
400.0,361.0,550.0,11700.0,74.91,0,4.0,5.0,0
200.0,214.0,450.0,6550.0,37.2,1,2.0,3.0,0
200.0,166.0,450.0,6550.0,17.2,1,2.0,3.0,0
465.0,500.0,11350.0,11550.0,94.9,0,5.0,5.0,0
165.0,484.0,4700.0,12750.0,32.37,1,2.0,5.0,0
496.0,471.0,700.0,25500.0,94.9,0,5.0,5.0,1
496.0,471.0,700.0,25500.0,74.9,0,5.0,5.0,1
315.0,184.0,1450.0,9750.0,54.9,0,4.0,2.0,1
315.0,100.0,1750.0,4150.0,34.9,0,4.0,1.0,1
300.0,78.0,1100.0,4750.0,32.16,1,3.0,1.0,1
473.0,400.0,5300.0,10050.0,94.91,0,5.0,4.0,1
473.0,360.0,5300.0,10050.0,74.91,0,5.0,4.0,1
428.0,260.0,5600.0,5900.0,54.91,0,5.0,3.0,1
428.0,128.0,5900.0,5150.0,34.91,0,5.0,2.0,1
195.0,9.0,4150.0,2750.0,14.87,0,3.0,1.0,1
400.0,400.0,4500.0,350.0,68.85,0,4.0,4.0,1
400.0,332.0,4500.0,350.0,48.85,0,4.0,4.0,1
300.0,232.0,4000.0,100.0,28.85,0,3.0,3.0,1
300.0,146.0,4300.0,350.0,26.6,1,3.0,2.0,1
500.0,398.0,9800.0,6250.0,94.91,0,5.0,4.0,1
467.0,346.0,24550.0,850.0,88.84,0,5.0,5.0,1
467.0,325.0,24550.0,850.0,68.84,0,5.0,5.0,1
367.0,219.0,18400.0,1100.0,48.84,0,4.0,4.0,1
286.0,59.0,19300.0,0.0,28.84,0,4.0,1.0,1
173.0,187.0,8750.0,3600.0,32.46,1,2.0,2.0,1
173.0,80.0,8850.0,1950.0,12.46,1,2.0,1.0,1
500.0,400.0,17900.0,8100.0,94.91,0,5.0,4.0,1
400.0,303.0,15100.0,8400.0,74.91,0,4.0,4.0,1
400.0,303.0,15100.0,8400.0,54.91,0,4.0,4.0,1
368.0,234.0,15200.0,5700.0,34.91,0,4.0,3.0,1
368.0,197.0,15500.0,4600.0,23.26,1,4.0,2.0,1
500.0,440.0,21100.0,5100.0,94.91,0,5.0,5.0,0
500.0,440.0,21100.0,5100.0,74.91,0,5.0,5.0,0
300.0,344.0,7500.0,3700.0,54.91,0,3.0,4.0,0
146.0,270.0,6700.0,3150.0,27.72,1,2.0,3.0,0
40.0,248.0,1450.0,3450.0,7.72,1,1.0,3.0,0
500.0,474.0,4500.0,11200.0,94.92,0,5.0,5.0,1
500.0,457.0,4500.0,11200.0,74.92,0,5.0,5.0,1
400.0,194.0,5000.0,7400.0,54.92,0,4.0,3.0,1
400.0,119.0,5000.0,7700.0,27.23,1,4.0,3.0,1
500.0,463.0,7900.0,4350.0,94.91,0,5.0,5.0,0
400.0,437.0,4750.0,4650.0,74.91,0,4.0,5.0,0
366.0,363.0,5050.0,4350.0,54.91,0,4.0,4.0,0
366.0,302.0,5050.0,4650.0,27.18,1,4.0,4.0,0
39.0,178.0,1250.0,2200.0,7.18,1,1.0,2.0,0
100.0,300.0,450.0,750.0,7.9,1,1.0,3.0,0
494.0,460.0,1100.0,1350.0,74.91,0,5.0,5.0,0
316.0,456.0,950.0,1650.0,54.91,0,4.0,5.0,0
260.0,453.0,950.0,1950.0,33.74,1,4.0,5.0,0
12.0,374.0,3250.0,16000.0,74.92,0,1.0,5.0,0
479.0,500.0,250.0,29950.0,94.89,0,5.0,5.0,0
479.0,500.0,250.0,29950.0,74.89,0,5.0,5.0,0
475.0,319.0,550.0,24850.0,37.26,1,5.0,4.0,0
154.0,86.0,50.0,12800.0,17.26,1,2.0,2.0,0
500.0,400.0,1400.0,20100.0,54.92,0,5.0,4.0,1
300.0,199.0,1200.0,9850.0,34.92,0,3.0,2.0,1
181.0,199.0,1050.0,10150.0,14.92,0,2.0,2.0,1
154.0,64.0,1350.0,4600.0,32.19,1,2.0,1.0,1
154.0,0.0,1650.0,0.0,12.19,1,2.0,0.0,1
496.0,499.0,1900.0,12650.0,94.92,0,5.0,5.0,0
449.0,399.0,2200.0,10600.0,74.92,0,5.0,4.0,0
449.0,399.0,2200.0,10600.0,54.92,0,5.0,4.0,0
349.0,371.0,2100.0,10900.0,34.92,0,4.0,4.0,0
349.0,271.0,2200.0,9300.0,33.08,1,4.0,3.0,0
497.0,469.0,200.0,17700.0,94.9,0,5.0,5.0,1
416.0,269.0,1400.0,11200.0,74.9,0,5.0,3.0,1
407.0,269.0,1400.0,11200.0,54.9,0,5.0,3.0,1
407.0,269.0,1400.0,11200.0,34.9,0,5.0,3.0,1
380.0,114.0,1700.0,8750.0,25.1,1,5.0,2.0,1
366.0,247.0,4600.0,4300.0,94.89,0,4.0,3.0,1
366.0,247.0,4600.0,4300.0,74.89,0,4.0,3.0,1
266.0,138.0,4600.0,3900.0,54.89,0,3.0,2.0,1
415.0,477.0,5700.0,12100.0,94.91,0,5.0,5.0,0
415.0,377.0,6000.0,9800.0,74.91,0,5.0,4.0,0
400.0,400.0,400.0,750.0,94.75,0,4.0,4.0,0
400.0,400.0,400.0,750.0,74.76,0,4.0,4.0,0
400.0,400.0,400.0,750.0,54.76,0,4.0,4.0,0
400.0,400.0,400.0,750.0,34.76,0,4.0,4.0,0
273.0,100.0,1150.0,300.0,21.97,1,3.0,1.0,0
494.0,470.0,1500.0,150.0,94.93,0,5.0,5.0,0
475.0,400.0,1800.0,150.0,74.93,0,5.0,4.0,0
301.0,200.0,2050.0,300.0,39.09,1,4.0,2.0,0
120.0,200.0,400.0,1200.0,19.09,1,2.0,2.0,0
443.0,442.0,13500.0,6600.0,74.92,0,5.0,5.0,0
443.0,442.0,13500.0,6600.0,54.92,0,5.0,5.0,0
343.0,340.0,9750.0,7500.0,39.98,1,4.0,5.0,0
100.0,325.0,2400.0,9000.0,19.99,1,1.0,5.0,0
481.0,500.0,500.0,21050.0,94.98,0,5.0,5.0,0
455.0,500.0,500.0,21050.0,74.98,0,5.0,5.0,0
430.0,500.0,500.0,21050.0,54.98,0,5.0,5.0,0
378.0,454.0,500.0,21050.0,34.98,0,5.0,5.0,0
14.0,78.0,350.0,6400.0,36.55,1,1.0,1.0,0
435.0,500.0,11750.0,19100.0,95.1,0,5.0,5.0,0
316.0,351.0,9700.0,16100.0,75.1,0,4.0,4.0,0
183.0,151.0,8050.0,11500.0,55.1,0,3.0,2.0,0
100.0,43.0,3450.0,5950.0,35.1,0,1.0,1.0,0
100.0,43.0,3450.0,5950.0,15.1,0,1.0,1.0,0
500.0,299.0,1000.0,16050.0,94.91,0,5.0,4.0,1
400.0,295.0,700.0,16150.0,74.91,0,4.0,4.0,1
400.0,295.0,700.0,16150.0,54.91,0,4.0,4.0,1
400.0,295.0,700.0,16150.0,34.91,0,4.0,4.0,1
300.0,95.0,800.0,9700.0,14.91,0,3.0,2.0,1
200.0,0.0,850.0,0.0,29.76,1,2.0,0.0,1
400.0,500.0,2150.0,3700.0,94.92,0,4.0,5.0,0
239.0,400.0,2350.0,2800.0,74.92,0,3.0,4.0,0
200.0,400.0,1050.0,2900.0,54.92,0,2.0,4.0,0
200.0,300.0,1150.0,1500.0,34.92,0,2.0,3.0,0
180.0,300.0,1150.0,1800.0,31.57,1,2.0,3.0,0
180.0,300.0,1150.0,1800.0,11.57,1,2.0,3.0,0
400.0,400.0,9100.0,8950.0,91.81,0,4.0,4.0,0
110.0,300.0,5100.0,9200.0,39.14,1,2.0,3.0,0
110.0,300.0,5100.0,9200.0,19.14,1,2.0,3.0,0
500.0,497.0,8700.0,14000.0,94.92,0,5.0,5.0,1
473.0,297.0,8900.0,10700.0,74.92,0,5.0,3.0,1
473.0,297.0,8900.0,10700.0,54.92,0,5.0,3.0,1
473.0,297.0,8900.0,10700.0,34.92,0,5.0,3.0,1
473.0,297.0,8900.0,10700.0,14.92,0,5.0,3.0,1
499.0,500.0,20150.0,1300.0,94.95,0,5.0,5.0,0
499.0,404.0,20150.0,1300.0,74.95,0,5.0,5.0,0
499.0,404.0,20150.0,1300.0,54.95,0,5.0,5.0,0
300.0,374.0,13600.0,1900.0,34.95,0,3.0,5.0,0
127.0,369.0,8050.0,2100.0,24.4,1,2.0,4.0,0
127.0,170.0,8450.0,1250.0,4.41,1,2.0,2.0,0
500.0,494.0,12900.0,3850.0,94.94,0,5.0,5.0,0
322.0,472.0,11400.0,4150.0,74.94,0,4.0,5.0,0
200.0,372.0,3900.0,3050.0,54.94,0,2.0,4.0,0
468.0,334.0,2250.0,7300.0,91.46,0,5.0,4.0,1
